Run,ReleaseDate,LoadDate,spots,bases,spots_with_mates,avgLength,size_MB,AssemblyName,download_path,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,g1k_pop_code,source,g1k_analysis_group,Subject_ID,Sex,Disease,Tumor,Affection_Status,Analyte_Type,Histological_Type,Body_Site,CenterName,Submission,dbgap_study_accession,Consent,RunHash,ReadHash
SRR31306371,2026-01-31 01:05:42,2024-11-11 12:50:27,207471851,62434773210,207471851,300,19588,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos10/sra-pub-zq-1002/SRR031/31306/SRR31306371/SRR31306371.lite.1,SRX26684490,GSM8623437,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 3000,SRP544461,PRJNA1184725,,1184725,SRS23177051,SAMN44674166,simple,9606,Homo sapiens,GSM8623437,,,,,,,no,,,,,"NORMAL AND MALIGNANT HEMATOPOIESIS LAB, DEPARTMENT OF BIOMOLECULAR MEDICINE, GHENT UNIVERSITY",SRA2012273,,public,26BBFABA162196117F78EA2C9F4BA424,DD3736B3CCA57095C3F3C6A2EB294CA5
SRR31306370,2026-01-31 01:05:42,2024-11-11 12:43:34,153141874,46100958512,153141874,301,14542,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos10/sra-pub-zq-1002/SRR031/31306/SRR31306370/SRR31306370.lite.1,SRX26684491,GSM8623438,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 3000,SRP544461,PRJNA1184725,,1184725,SRS23177050,SAMN44674165,simple,9606,Homo sapiens,GSM8623438,,,,,,,no,,,,,"NORMAL AND MALIGNANT HEMATOPOIESIS LAB, DEPARTMENT OF BIOMOLECULAR MEDICINE, GHENT UNIVERSITY",SRA2012273,,public,3CAC94D04EE0DC95CA4BCE7DBE9169EE,29674D666FFA1BC1B416638F69F3D260
SRR31306369,2026-01-31 01:05:42,2024-11-11 12:39:48,156824673,47204389199,156824673,301,14754,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos10/sra-pub-zq-1002/SRR031/31306/SRR31306369/SRR31306369.lite.1,SRX26684492,GSM8623439,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 3000,SRP544461,PRJNA1184725,,1184725,SRS23177052,SAMN44674164,simple,9606,Homo sapiens,GSM8623439,,,,,,,no,,,,,"NORMAL AND MALIGNANT HEMATOPOIESIS LAB, DEPARTMENT OF BIOMOLECULAR MEDICINE, GHENT UNIVERSITY",SRA2012273,,public,30296818E01FA80C65F555006AF6DE4A,04ECD7A98FA89B61E836DE7BC6EA5638
SRR31306368,2026-01-31 01:05:42,2024-11-11 13:10:43,206578375,62182180759,206578375,301,19579,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos10/sra-pub-zq-1002/SRR031/31306/SRR31306368/SRR31306368.lite.1,SRX26684493,GSM8623440,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 3000,SRP544461,PRJNA1184725,,1184725,SRS23177053,SAMN44674163,simple,9606,Homo sapiens,GSM8623440,,,,,,,no,,,,,"NORMAL AND MALIGNANT HEMATOPOIESIS LAB, DEPARTMENT OF BIOMOLECULAR MEDICINE, GHENT UNIVERSITY",SRA2012273,,public,747E528F8833658118DC80DB3F47F2EE,7617D1A6112E8CD976FDD12291390702
SRR31306367,2026-01-31 01:05:42,2024-11-11 13:08:24,189957192,57177054502,189957192,300,18122,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos10/sra-pub-zq-1002/SRR031/31306/SRR31306367/SRR31306367.lite.1,SRX26684494,GSM8623441,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 3000,SRP544461,PRJNA1184725,,1184725,SRS23177054,SAMN44674162,simple,9606,Homo sapiens,GSM8623441,,,,,,,no,,,,,"NORMAL AND MALIGNANT HEMATOPOIESIS LAB, DEPARTMENT OF BIOMOLECULAR MEDICINE, GHENT UNIVERSITY",SRA2012273,,public,2A73455C984D51DF5FE2DF993531FBCC,392EA5C501204ACF3958F9B7914FC769
SRR31306354,2026-01-31 01:05:42,2024-11-11 12:17:20,67001920,19961799981,67001920,297,6304,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos10/sra-pub-zq-1002/SRR031/31306/SRR31306354/SRR31306354.lite.1,SRX26684507,GSM8623454,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 3000,SRP544461,PRJNA1184725,,1184725,SRS23177067,SAMN44674149,simple,9606,Homo sapiens,GSM8623454,,,,,,,no,,,,,"NORMAL AND MALIGNANT HEMATOPOIESIS LAB, DEPARTMENT OF BIOMOLECULAR MEDICINE, GHENT UNIVERSITY",SRA2012273,,public,6F6E79B8D1ACA46940A6C6AA324A24EB,B73198F888CD5FDC9A0199B1FBA92A63
SRR31306355,2026-01-31 01:05:42,2024-11-11 12:29:30,69740059,20773091620,69740059,297,6549,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos10/sra-pub-zq-1002/SRR031/31306/SRR31306355/SRR31306355.lite.1,SRX26684506,GSM8623453,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 3000,SRP544461,PRJNA1184725,,1184725,SRS23177066,SAMN44674150,simple,9606,Homo sapiens,GSM8623453,,,,,,,no,,,,,"NORMAL AND MALIGNANT HEMATOPOIESIS LAB, DEPARTMENT OF BIOMOLECULAR MEDICINE, GHENT UNIVERSITY",SRA2012273,,public,B1AF4D63837E029561E104EB5DD879DD,B6D20A5D2C24658981D575F586BEFBF5
SRR31306364,2026-01-31 01:05:42,2024-11-11 12:50:45,178995283,53878011845,178995283,301,16915,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos10/sra-pub-zq-1002/SRR031/31306/SRR31306364/SRR31306364.lite.1,SRX26684497,GSM8623444,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 3000,SRP544461,PRJNA1184725,,1184725,SRS23177057,SAMN44674159,simple,9606,Homo sapiens,GSM8623444,,,,,,,no,,,,,"NORMAL AND MALIGNANT HEMATOPOIESIS LAB, DEPARTMENT OF BIOMOLECULAR MEDICINE, GHENT UNIVERSITY",SRA2012273,,public,94BB75762CB8091410B502FF31B83D70,ACF5D31D4C000A9E1B7F579DB6C5155E
SRR31306365,2026-01-31 01:05:42,2024-11-11 13:25:12,221365868,66628026423,221365868,300,20902,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos10/sra-pub-zq-1002/SRR031/31306/SRR31306365/SRR31306365.lite.1,SRX26684496,GSM8623443,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 3000,SRP544461,PRJNA1184725,,1184725,SRS23177056,SAMN44674160,simple,9606,Homo sapiens,GSM8623443,,,,,,,no,,,,,"NORMAL AND MALIGNANT HEMATOPOIESIS LAB, DEPARTMENT OF BIOMOLECULAR MEDICINE, GHENT UNIVERSITY",SRA2012273,,public,FA758C16EB6E83133DEEEED9A4859D33,6E83952F5FF83FF2CF987C429B0DDAF2
SRR31306366,2026-01-31 01:05:42,2024-11-11 12:49:27,182618500,54968211370,182618500,301,17422,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos10/sra-pub-zq-1002/SRR031/31306/SRR31306366/SRR31306366.lite.1,SRX26684495,GSM8623442,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 3000,SRP544461,PRJNA1184725,,1184725,SRS23177055,SAMN44674161,simple,9606,Homo sapiens,GSM8623442,,,,,,,no,,,,,"NORMAL AND MALIGNANT HEMATOPOIESIS LAB, DEPARTMENT OF BIOMOLECULAR MEDICINE, GHENT UNIVERSITY",SRA2012273,,public,0055D766A60A2D9D78C933EF8FF16521,3E0B74BAB231C216B4080DFB25D9853A
