Run,ReleaseDate,LoadDate,spots,bases,spots_with_mates,avgLength,size_MB,AssemblyName,download_path,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,g1k_pop_code,source,g1k_analysis_group,Subject_ID,Sex,Disease,Tumor,Affection_Status,Analyte_Type,Histological_Type,Body_Site,CenterName,Submission,dbgap_study_accession,Consent,RunHash,ReadHash
SRR30333768,2026-01-31 00:34:06,2024-08-21 16:45:40,41495290,12531577580,41495290,302,4172,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos10/sra-pub-zq-1002/SRR030/30333/SRR30333768/SRR30333768.lite.1,SRX25793856,GSM8476473,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP460727,PRJNA1017789,,1017789,SRS22425362,SAMN43292042,simple,10090,Mus musculus,GSM8476473,,,,,,,no,,,,,"LI SHEN LAB, NEUROSCIENCE, MOUNT SINAI SCHOOL OF MEDICINE",SRA1953230,,public,E495054662BFAD68D0213DF994737DAC,25B5B705228B23986991884F5EF0A352
SRR30333767,2026-01-31 00:34:06,2024-08-21 16:45:09,42072326,12705842452,42072326,302,4151,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos10/sra-pub-zq-1002/SRR030/30333/SRR30333767/SRR30333767.lite.1,SRX25793857,GSM8476474,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP460727,PRJNA1017789,,1017789,SRS22425363,SAMN43292041,simple,10090,Mus musculus,GSM8476474,,,,,,,no,,,,,"LI SHEN LAB, NEUROSCIENCE, MOUNT SINAI SCHOOL OF MEDICINE",SRA1953230,,public,085EB873B882880C20295900C85F3F89,ED8001C463A67D2E658710179EC2DF26
SRR30333766,2026-01-31 00:34:06,2024-08-21 16:42:13,45014720,13594445440,45014720,302,4385,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos10/sra-pub-zq-1002/SRR030/30333/SRR30333766/SRR30333766.lite.1,SRX25793858,GSM8476475,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP460727,PRJNA1017789,,1017789,SRS22425364,SAMN43292040,simple,10090,Mus musculus,GSM8476475,,,,,,,no,,,,,"LI SHEN LAB, NEUROSCIENCE, MOUNT SINAI SCHOOL OF MEDICINE",SRA1953230,,public,BA83A5F43525770B9C2359DAE470B328,EB9A659177702903569B0A1BF91553E2
SRR30333765,2026-01-31 00:34:06,2024-08-21 16:42:00,40364476,12190071752,40364476,302,4036,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos10/sra-pub-zq-1002/SRR030/30333/SRR30333765/SRR30333765.lite.1,SRX25793859,GSM8476476,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP460727,PRJNA1017789,,1017789,SRS22425369,SAMN43292039,simple,10090,Mus musculus,GSM8476476,,,,,,,no,,,,,"LI SHEN LAB, NEUROSCIENCE, MOUNT SINAI SCHOOL OF MEDICINE",SRA1953230,,public,EF0848BBB2C1B8EA083F3655653AC0F2,A100293A0B3D5E71B31A65093003A8B3
SRR30333764,2026-01-31 00:34:06,2024-08-21 16:38:58,40512573,12234797046,40512573,302,3963,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos10/sra-pub-zq-1002/SRR030/30333/SRR30333764/SRR30333764.lite.1,SRX25793860,GSM8476477,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP460727,PRJNA1017789,,1017789,SRS22425366,SAMN43292038,simple,10090,Mus musculus,GSM8476477,,,,,,,no,,,,,"LI SHEN LAB, NEUROSCIENCE, MOUNT SINAI SCHOOL OF MEDICINE",SRA1953230,,public,19F789A9A0B3659A846B4DC8382F0B12,C88CA7805F469AB3047198D659A578C5
SRR30333763,2026-01-31 00:34:06,2024-08-21 16:41:50,42844247,12938962594,42844247,302,4170,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos10/sra-pub-zq-1002/SRR030/30333/SRR30333763/SRR30333763.lite.1,SRX25793861,GSM8476478,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP460727,PRJNA1017789,,1017789,SRS22425365,SAMN43292037,simple,10090,Mus musculus,GSM8476478,,,,,,,no,,,,,"LI SHEN LAB, NEUROSCIENCE, MOUNT SINAI SCHOOL OF MEDICINE",SRA1953230,,public,33426FCB1B4DEDE38D74F29C963C7312,40142B016F457FF34D77778DB1C59C6C
SRR30333762,2026-01-31 00:34:06,2024-08-21 16:45:53,40388094,12197204388,40388094,302,3977,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos10/sra-pub-zq-1002/SRR030/30333/SRR30333762/SRR30333762.lite.1,SRX25793862,GSM8476479,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP460727,PRJNA1017789,,1017789,SRS22425367,SAMN43292036,simple,10090,Mus musculus,GSM8476479,,,,,,,no,,,,,"LI SHEN LAB, NEUROSCIENCE, MOUNT SINAI SCHOOL OF MEDICINE",SRA1953230,,public,66695F605FB9FD6B14A21D7D76F3AADC,2980FE284B535D2A74BE8AA0E9115687
SRR30333761,2026-01-31 00:34:06,2024-08-21 16:45:50,41844421,12637015142,41844421,302,4152,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos10/sra-pub-zq-1002/SRR030/30333/SRR30333761/SRR30333761.lite.1,SRX25793863,GSM8476480,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP460727,PRJNA1017789,,1017789,SRS22425368,SAMN43292035,simple,10090,Mus musculus,GSM8476480,,,,,,,no,,,,,"LI SHEN LAB, NEUROSCIENCE, MOUNT SINAI SCHOOL OF MEDICINE",SRA1953230,,public,0EF3AA1D6B613491764AE6FED60C2E78,14553ACBF5841A897763C0B90B37A8AB
SRR30333760,2026-01-31 00:34:06,2024-08-21 16:43:37,40865354,12341336908,40865354,302,4029,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos10/sra-pub-zq-1002/SRR030/30333/SRR30333760/SRR30333760.lite.1,SRX25793864,GSM8476481,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP460727,PRJNA1017789,,1017789,SRS22425370,SAMN43292034,simple,10090,Mus musculus,GSM8476481,,,,,,,no,,,,,"LI SHEN LAB, NEUROSCIENCE, MOUNT SINAI SCHOOL OF MEDICINE",SRA1953230,,public,596BAB4F6798C70C9C26225D5D5B9EDF,60D8EF07F3469A877BF376744C0E1DAA
SRR30333759,2026-01-31 00:34:06,2024-08-21 16:42:00,42770474,12916683148,42770474,302,4244,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos10/sra-pub-zq-1002/SRR030/30333/SRR30333759/SRR30333759.lite.1,SRX25793865,GSM8476482,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP460727,PRJNA1017789,,1017789,SRS22425371,SAMN43292033,simple,10090,Mus musculus,GSM8476482,,,,,,,no,,,,,"LI SHEN LAB, NEUROSCIENCE, MOUNT SINAI SCHOOL OF MEDICINE",SRA1953230,,public,C259F807E7E2E6A385A61883576AE34C,EC4A223C6E3869E25918AE6DC4A559D9
