Run,ReleaseDate,LoadDate,spots,bases,spots_with_mates,avgLength,size_MB,AssemblyName,download_path,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,g1k_pop_code,source,g1k_analysis_group,Subject_ID,Sex,Disease,Tumor,Affection_Status,Analyte_Type,Histological_Type,Body_Site,CenterName,Submission,dbgap_study_accession,Consent,RunHash,ReadHash
SRR2015713,2016-01-18 08:49:13,2015-05-11 20:03:52,60054217,12130951834,60054217,202,7612,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR002/015/SRR2015713/SRR2015713.sralite.1,SRX1022857,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP058181,PRJNA283498,2,283498,SRS932683,SAMN03651527,simple,9606,Homo sapiens,GSM1679648,,,,,,,no,,,,,GEO,SRA267627,,public,18F1541DD6EF108C7A5CBA22FBA15C60,88D517D6FF8F9D732FB88F38BB1EEF16
SRR2015714,2016-01-18 08:49:13,2015-05-11 19:41:31,19210002,3880420404,19210002,202,2269,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR002/015/SRR2015714/SRR2015714.sralite.1,SRX1022858,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP058181,PRJNA283498,2,283498,SRS932682,SAMN03651528,simple,9606,Homo sapiens,GSM1679649,,,,,,,no,,,,,GEO,SRA267627,,public,F5CE472969A1505E4CB5BF72EEABA21F,EAD522C12C2B57BB2899B8AC7B096059
SRR2015715,2016-01-18 08:49:13,2015-05-11 19:39:44,37925203,7660891006,37925203,202,4388,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR002/015/SRR2015715/SRR2015715.sralite.1,SRX1022859,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP058181,PRJNA283498,2,283498,SRS932637,SAMN03651529,simple,9606,Homo sapiens,GSM1679650,,,,,,,no,,,,,GEO,SRA267627,,public,E8BCBCAB33EA827D6D2B0BDE1E3FFCCA,C1E6BB4F3DA5A042A6BA8B724506AD33
SRR2015716,2016-01-18 08:49:13,2015-05-11 19:43:01,75330958,15216853516,75330958,202,8985,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR002/015/SRR2015716/SRR2015716.sralite.1,SRX1022860,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP058181,PRJNA283498,2,283498,SRS932681,SAMN03651530,simple,9606,Homo sapiens,GSM1679651,,,,,,,no,,,,,GEO,SRA267627,,public,8E8151756101A83D883803DDD6B91EA5,66A7D33C00034CD6E879E884CCCB4EDD
SRR2015717,2016-01-18 08:49:13,2015-05-11 19:15:14,31803919,6424391638,31803919,202,3614,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR002/015/SRR2015717/SRR2015717.sralite.1,SRX1022861,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP058181,PRJNA283498,2,283498,SRS932680,SAMN03651531,simple,9606,Homo sapiens,GSM1679652,,,,,,,no,,,,,GEO,SRA267627,,public,67A33C88DD5F8B0AB90EEB60129729E4,400C5A4AAC0C45CC91ECD7B416DCB131
SRR2015718,2016-01-18 08:49:13,2015-05-11 19:04:50,33065729,6679277258,33065729,202,3774,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR002/015/SRR2015718/SRR2015718.sralite.1,SRX1022862,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP058181,PRJNA283498,2,283498,SRS932678,SAMN03651532,simple,9606,Homo sapiens,GSM1679653,,,,,,,no,,,,,GEO,SRA267627,,public,CDEC062FFF90742BC46CBFEEBBEC6876,3B9D23E2A42B47C10F7498ED8C265CA4
SRR2015719,2016-01-18 08:49:13,2015-05-11 18:59:51,34642046,6997693292,34642046,202,4030,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR002/015/SRR2015719/SRR2015719.sralite.1,SRX1022863,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP058181,PRJNA283498,2,283498,SRS932679,SAMN03651533,simple,9606,Homo sapiens,GSM1679654,,,,,,,no,,,,,GEO,SRA267627,,public,F8A44C5614743BB6DE36669ED02CCC51,2A653C5AFED0AE91616DD2C7146E1174
SRR2015720,2016-01-18 08:49:13,2015-05-11 18:43:59,30271388,6114820376,30271388,202,3441,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR002/015/SRR2015720/SRR2015720.sralite.1,SRX1022864,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP058181,PRJNA283498,2,283498,SRS932677,SAMN03651534,simple,9606,Homo sapiens,GSM1679655,,,,,,,no,,,,,GEO,SRA267627,,public,DC2DA0085957E95322FE98F7F2F71217,2DEDAADFE8BCBF327166CC20976F628F
SRR2015721,2016-01-18 08:49:13,2015-05-11 18:46:09,46851342,9463971084,46851342,202,5515,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR002/015/SRR2015721/SRR2015721.sralite.1,SRX1022865,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP058181,PRJNA283498,2,283498,SRS932676,SAMN03651535,simple,9606,Homo sapiens,GSM1679656,,,,,,,no,,,,,GEO,SRA267627,,public,FC58CB7C8692C6C51A195692D1938AED,816F0AD5BC62DB5271FD966B97E90F4B
SRR2015722,2016-01-18 08:49:13,2015-05-11 18:35:28,59163558,11951038716,59163558,202,7473,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR002/015/SRR2015722/SRR2015722.sralite.1,SRX1022866,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP058181,PRJNA283498,2,283498,SRS932675,SAMN03651536,simple,9606,Homo sapiens,GSM1679657,,,,,,,no,,,,,GEO,SRA267627,,public,48DF4143B88366BEC2F40BC5062E1740,C08BCADBFF702A6D34EB933CA5ED048E
